,beekin_id,latitude,longitude,baths,beds,sqft,posted_at,property_type,price,city,blockgroup,days_since_2014,trans_log_price
38312,cc7e951c61,43.614838,-116.513222,1.0,1.0,701.0,2021-02-02,3.0,1150.0,Nampa,160270211002,2589,-0.7473567222449625
38313,431c5ca1b9,43.563957,-116.468587,2.0,4.0,2025.0,2021-02-01,1.0,2295.0,Nampa,160010103131,2588,2.1647764272489205
38314,1d643b2579,43.563957,-116.468587,2.0,3.0,1447.0,2021-02-01,1.0,1900.0,Nampa,160010103131,2588,1.3687361424748323
38315,2146d8afc5,43.627702,-116.55631,3.0,3.0,2038.0,2021-02-02,1.0,1995.0,Nampa,160270211003,2589,1.5743648516045192
38316,e354234225,43.637516,-116.609901,3.0,3.0,1577.0,2021-02-08,1.0,1795.0,Nampa,160270211001,2595,1.129143618724513
38317,e354234225,43.637516,-116.609901,3.0,3.0,1577.0,2021-02-09,1.0,1795.0,Nampa,160270211001,2596,1.129143618724513
38318,e354234225,43.637516,-116.609901,3.0,3.0,1577.0,2021-02-10,1.0,1795.0,Nampa,160270211001,2597,1.129143618724513
38319,e354234225,43.637516,-116.609901,3.0,3.0,1577.0,2021-02-11,1.0,1795.0,Nampa,160270211001,2598,1.129143618724513
38320,e354234225,43.637516,-116.609901,3.0,3.0,1577.0,2021-02-15,1.0,1795.0,Nampa,160270211001,2602,1.129143618724513
38321,e354234225,43.637516,-116.609901,3.0,3.0,1577.0,2021-02-16,1.0,1795.0,Nampa,160270211001,2603,1.129143618724513
38322,68fd22772b,43.613246,-116.517959,2.0,2.0,1000.0,2021-02-08,2.0,1045.0,Nampa,160270211002,2595,-1.1508792928912024
38323,68fd22772b,43.613246,-116.517959,2.0,2.0,1000.0,2021-02-09,2.0,1045.0,Nampa,160270211002,2596,-1.1508792928912024
38324,77ff33bab7,43.594658,-116.569659,3.0,3.0,1573.0,2021-02-17,0.0,1400.0,Nampa,160270202001,2604,0.08168914318542979
38326,550f471383,43.604899,-116.635234,2.0,2.0,880.0,2021-02-16,3.0,1225.0,Nampa,160270210011,2603,-0.48108592349231905
38329,ee8107c95f,43.578643,-116.600218,2.0,3.0,1200.0,2021-02-16,3.0,1320.0,Nampa,160270206011,2603,-0.16629723419679454
38330,ca73b18b45,43.559048,-116.569109,2.0,2.0,1050.0,2021-02-16,3.0,1150.0,Nampa,160270205042,2603,-0.7473567222449625
38331,264dbd7ee6,43.590475,-116.569461,3.0,3.0,1453.0,2021-02-17,0.0,1300.0,Nampa,160270202001,2604,-0.23064279727023151
38332,8298a6c2e6,43.560703,-116.584861,2.0,4.0,1677.0,2021-02-17,1.0,1975.0,Nampa,160270205031,2604,1.531900487170533
38333,a26734b1eb,43.549813,-116.586109,3.0,3.0,1970.0,2021-02-17,1.0,1975.0,Nampa,160270205031,2604,1.531900487170533
38334,6cc0031fdf,43.532981,-116.584697,2.0,3.0,1340.0,2021-02-17,1.0,1650.0,Nampa,160270209023,2604,0.7741529813018352
38335,d5ec9a6e80,43.570898,-116.608323,3.0,4.0,2348.0,2021-02-25,1.0,2250.0,Nampa,160270209021,2612,2.0813172145652135
38336,10a1f83d1d,43.569205,-116.603742,2.0,3.0,1308.0,2021-07-13,0.0,1850.0,Nampa,160270209021,2750,1.2563414146519605
38337,1e9d42db88,43.539259,-116.517208,2.0,3.0,2300.0,2021-07-15,1.0,2000.0,Nampa,160270209011,2752,1.5849144253618008
38338,44f5ddb03e,43.565152000000005,-116.564851,1.0,2.0,950.0,2021-07-12,3.0,1150.0,Nampa,160270204024,2749,-0.7473567222449625
38339,5c2aee4c22,43.565152000000005,-116.564851,2.0,2.0,950.0,2021-07-12,3.0,1150.0,Nampa,160270204024,2749,-0.7473567222449625
38340,9f6d1d3a05,43.627338,-116.547623,3.0,3.0,2106.0,2021-07-16,1.0,2400.0,Nampa,160270211002,2753,2.35331820116924
38341,7803e816da,43.595764,-116.59966599999998,2.0,2.0,970.0,2021-07-12,0.0,1300.0,Nampa,160270210024,2749,-0.23064279727023151
38426,4e4910ac4b,43.647327,-116.410515,2.0,3.0,1652.0,2016-03-03,0.0,1295.0,Meridian,160010103321,792,-0.24688386752441424
38428,1886fbefc1,43.6611,-116.417,2.5,4.0,2100.0,2016-03-03,1.0,1575.0,Meridian,160010103351,792,0.5780919323888386
38429,bcc980179c,43.6542,-116.431,2.5,4.0,2194.0,2016-03-03,1.0,1795.0,Meridian,160010103351,792,1.129143618724513
38431,d3888b23d0,43.628273,-116.35551,2.0,3.0,1672.0,2016-03-03,2.0,1195.0,Meridian,160010103332,792,-0.5855843143204754
38432,bac2fd235a,43.628273,-116.35551,3.0,5.0,2180.0,2016-03-03,2.0,1350.0,Meridian,160010103332,792,-0.07158420303606547
38433,aae37332c1,43.628273,-116.35551,2.0,3.0,1900.0,2016-03-03,2.0,1295.0,Meridian,160010103332,792,-0.24688386752441424
38434,0497c94f06,43.628273,-116.35551,2.0,3.0,1352.0,2016-03-03,2.0,1100.0,Meridian,160010103332,792,-0.934701010004234
38435,a458c7aed2,43.628273,-116.35551,2.0,3.0,1500.0,2016-03-03,2.0,1150.0,Meridian,160010103332,792,-0.7473567222449625
38436,a458c7aed2,43.628273,-116.35551,2.0,3.0,1500.0,2016-03-03,2.0,1200.0,Meridian,160010103332,792,-0.567986992239478
38437,94bd3b547e,43.628273,-116.35551,2.0,3.0,1955.0,2016-03-03,2.0,1395.0,Meridian,160010103332,792,0.0666102272238573
38438,cd531403fd,43.628273,-116.35551,2.0,3.0,1428.0,2016-03-03,2.0,1285.0,Meridian,160010103332,792,-0.2795549808647939
38439,dc17ccf045,43.628273,-116.35551,2.0,4.0,1512.0,2016-03-03,2.0,1395.0,Meridian,160010103332,792,0.0666102272238573
38440,7d60722b0d,43.628273,-116.35551,2.0,2.0,1650.0,2016-03-03,2.0,1100.0,Meridian,160010103332,792,-0.934701010004234
38441,f3d4f9e60a,43.628273,-116.35551,2.0,3.0,1470.0,2016-03-03,2.0,1050.0,Meridian,160010103332,792,-1.130762058917227
38442,5edad89b35,43.628273,-116.35551,2.0,3.0,1700.0,2016-03-03,2.0,1150.0,Meridian,160010103332,792,-0.7473567222449625
38444,9a01c54e0c,43.628273,-116.35551,3.0,4.0,2312.0,2016-03-03,2.0,1295.0,Meridian,160010103332,792,-0.24688386752441424
38447,3e4371e156,43.6376,-116.3728,3.5,3.0,1730.0,2016-03-03,1.0,1295.0,Meridian,160010103334,792,-0.24688386752441424
38448,72c2f4db0f,43.6124,-116.444,3.0,4.0,2596.0,2016-03-03,1.0,1500.0,Meridian,160010103341,792,0.372463223259148
38449,e6901c6993,43.6251,-116.435,2.5,4.0,2700.0,2016-03-03,1.0,1495.0,Meridian,160010103353,792,0.3583912485317196
38450,88c561b294,43.61505,-116.3488,2.0,4.0,1551.0,2016-03-03,1.0,1300.0,Meridian,160010103211,792,-0.23064279727023151
38451,ef561704fc,43.63164,-116.3886,2.0,3.0,1418.0,2016-03-03,1.0,1200.0,Meridian,160010103333,792,-0.567986992239478
38453,158fb62af7,43.6304,-116.375,2.0,3.0,1412.0,2016-03-03,1.0,1300.0,Meridian,160010103333,792,-0.23064279727023151
38454,16bba2f2ff,43.6476,-116.411,2.5,3.0,1652.0,2016-03-03,0.0,1150.0,Meridian,160010103321,792,-0.7473567222449625
38457,740d403f95,43.6384,-116.3889,2.0,3.0,1310.0,2016-03-03,1.0,1200.0,Meridian,160010103321,792,-0.567986992239478
38458,4265b737f0,43.615307,-116.35046,2.0,3.0,1381.0,2016-03-03,1.0,1195.0,Meridian,160010103211,792,-0.5855843143204754
38459,da26019cfc,43.65141,-116.4132,2.5,3.0,1178.0,2016-03-03,0.0,1075.0,Meridian,160010103311,792,-1.0315915418672117
38460,bcbde28644,43.6185,-116.422,2.0,4.0,1812.0,2016-03-03,1.0,1295.0,Meridian,160010103342,792,-0.24688386752441424
38461,bcbde28644,43.6185,-116.422,2.0,4.0,1812.0,2016-03-03,1.0,1295.0,Meridian,160010103342,792,-0.24688386752441424
38462,e2ad5eb50f,43.6154,-116.405,2.0,3.0,1394.0,2016-03-03,1.0,1050.0,Meridian,160010103221,792,-1.130762058917227
38464,1aa3286fcd,43.611996000000005,-116.423546,2.0,3.0,1300.0,2016-03-03,2.0,1095.0,Meridian,160010103342,792,-0.9539017380453936
38465,93005be1fe,43.649567,-116.40101,2.0,3.0,1642.0,2016-03-03,2.0,1350.0,Meridian,160010103311,792,-0.07158420303606547
38467,f1013d7407,43.62528,-116.3402,2.0,3.0,1880.0,2016-03-03,1.0,1395.0,Meridian,160010103313,792,0.0666102272238573
38469,0375597370,43.62686,-116.3424,2.0,3.0,1700.0,2016-03-03,1.0,1500.0,Meridian,160010103313,792,0.372463223259148
38471,042f420dd8,43.60611,-116.4397,2.0,3.0,1180.0,2016-03-03,2.0,1105.0,Meridian,160010103341,792,-0.9155873603939598
38472,8047d18314,43.60611,-116.4397,2.0,2.0,1015.0,2016-03-03,2.0,1005.0,Meridian,160010103341,792,-1.3153705124256354
38473,311e89c32a,43.60611,-116.4397,2.0,3.0,1150.0,2016-03-03,2.0,1105.0,Meridian,160010103341,792,-0.9155873603939598
38474,15aec4f4dd,43.60611,-116.4397,2.0,2.0,1066.0,2016-03-03,2.0,1000.0,Meridian,160010103341,792,-1.3363907680469174
38475,e600156973,43.60611,-116.4397,2.0,2.0,1059.0,2016-03-03,2.0,1015.0,Meridian,160010103341,792,-1.273641928809761
38476,77162fb1bf,43.59118,-116.406,2.0,3.0,1301.0,2016-03-03,2.0,1270.0,Meridian,160010103131,792,-0.3290414889329685
38477,77162fb1bf,43.59118,-116.406,2.0,3.0,1301.0,2016-03-03,2.0,1270.0,Meridian,160010103131,792,-0.3290414889329685
38478,1157e8cc35,43.59118,-116.406,2.0,2.0,1045.0,2016-03-03,2.0,1215.0,Meridian,160010103131,792,-0.5156316293312827
38479,1157e8cc35,43.59118,-116.406,2.0,2.0,1045.0,2016-03-03,2.0,1215.0,Meridian,160010103131,792,-0.5156316293312827
38480,9172a48324,43.59118,-116.406,2.0,2.0,986.0,2016-03-03,2.0,1135.0,Meridian,160010103131,792,-0.8026908105171012
38481,9172a48324,43.59118,-116.406,2.0,2.0,986.0,2016-03-03,2.0,1135.0,Meridian,160010103131,792,-0.8026908105171012
38482,653b9537fa,43.65181,-116.3882,2.5,4.0,2054.0,2016-03-03,1.0,1350.0,Meridian,160010103311,792,-0.07158420303606547
38484,f53c530487,43.67131,-116.5053,2.0,3.0,2374.0,2016-03-03,1.0,1500.0,Meridian,160010103351,792,0.372463223259148
38486,1a425b7d4b,43.6247,-116.391,1.0,1.0,734.0,2016-03-03,2.0,1250.0,Meridian,160010103331,792,-0.3959405525482877
38487,018197c875,43.6247,-116.391,1.0,2.0,950.0,2016-03-03,2.0,1450.0,Meridian,160010103331,792,0.2295833533666138
38489,6154637fb8,43.6499,-116.423,2.0,3.0,1660.0,2016-03-03,1.0,1195.0,Meridian,160010103351,792,-0.5855843143204754
38490,5acef22404,43.6315,-116.3577,3.5,3.0,1730.0,2016-03-03,0.0,1295.0,Meridian,160010103332,792,-0.24688386752441424
38491,f5972a340c,43.65385,-116.4256,3.5,5.0,2801.0,2016-03-03,1.0,1950.0,Meridian,160010103351,792,1.47821119403583
38492,80bb6f07d8,43.66107,-116.3826,2.0,3.0,1792.0,2016-03-03,1.0,1495.0,Meridian,160010103311,792,0.3583912485317196
38494,69524d089a,43.616848,-116.39866,3.0,4.0,1892.0,2016-03-03,1.0,1450.0,Meridian,160010103221,792,0.2295833533666138
38495,6d35e3fb81,43.63292,-116.377045,2.0,3.0,1665.0,2016-03-03,1.0,1175.0,Meridian,160010103333,792,-0.656717690933083
38496,94d44e3a11,43.573640000000005,-116.3785,2.0,3.0,1800.0,2016-03-03,1.0,1350.0,Meridian,160010103132,792,-0.07158420303606547
38497,eacae14b87,43.585617,-116.36102,2.0,2.0,1053.0,2016-03-03,2.0,1135.0,Meridian,160010103133,792,-0.8026908105171012
38498,c485c04060,43.585617,-116.36102,1.0,2.0,999.0,2016-03-03,2.0,1045.0,Meridian,160010103133,792,-1.1508792928912024
38499,c7fc262f5c,43.63239,-116.4604,2.0,3.0,1661.0,2016-03-03,1.0,1350.0,Meridian,160010103353,792,-0.07158420303606547
38500,52a47ca684,43.6276,-116.433,2.0,3.0,1718.0,2016-03-03,1.0,1350.0,Meridian,160010103354,792,-0.07158420303606547
38501,0c03117ec1,43.63665,-116.369,2.5,3.0,1764.0,2016-03-03,1.0,1445.0,Meridian,160010103334,792,0.21502529911434795
38502,f0922313c7,43.809921200000005,-111.7984641,2.0,3.0,1100.0,2020-02-12,3.0,1155.0,Rexburg,160659503023,2233,-0.7290723008745397
38503,f0922313c7,43.809921200000005,-111.7984641,2.0,3.0,1100.0,2020-02-12,3.0,1135.0,Rexburg,160659503023,2233,-0.8026908105171012
38504,701c47f2b4,43.809921200000005,-111.7984641,2.0,2.0,1100.0,2020-02-12,3.0,1160.0,Rexburg,160659503023,2233,-0.7108668621320121
38505,32bb06cfb9,43.8250721,-111.7946223,1.5,3.0,2000.0,2020-02-13,0.0,1300.0,Rexburg,160659502002,2234,-0.23064279727023151
38506,3bbffca45b,43.8273917,-111.7805495,1.0,3.0,1150.0,2020-02-14,1.0,1000.0,Rexburg,160659502001,2235,-1.3363907680469174
38507,e984dba5cd,43.8156555,-111.8087505,1.5,2.0,1154.0,2020-02-16,2.0,1010.0,Rexburg,160659503022,2237,-1.294454576120096
38508,d7b7d34938,43.8250267,-111.8064587,2.5,3.0,1400.0,2020-02-17,0.0,1395.0,Rexburg,160659503022,2238,0.0666102272238573
38509,047a05bf63,43.8129795,-111.81199,2.0,3.0,1460.0,2020-02-17,0.0,1295.0,Rexburg,160659503022,2238,-0.24688386752441424
38510,71405e2b15,43.628616,-116.39703,2.0,4.0,1570.0,2017-01-19,1.0,1400.0,Meridian,160010103321,1114,0.08168914318542979
38511,5d8a1c9ce0,43.611286,-116.38355,2.0,4.0,2188.0,2017-01-19,1.0,1695.0,Meridian,160010103211,1114,0.8875558546899563
38512,56c756e12c,43.595173,-116.40729,2.0,3.0,1227.0,2017-01-19,1.0,1095.0,Meridian,160010103223,1114,-0.9539017380453936
38514,2eda6943ed,43.62718,-116.4048,2.0,3.0,1431.0,2017-01-19,0.0,1295.0,Meridian,160010103321,1114,-0.24688386752441424
38515,7f66ef97bd,43.638344,-116.40498,2.0,5.0,1881.0,2017-01-19,1.0,1450.0,Meridian,160010103321,1114,0.2295833533666138
38516,78236e7cd8,43.628292,-116.3555,2.0,4.0,1398.0,2017-01-19,2.0,1195.0,Meridian,160010103332,1114,-0.5855843143204754
38518,dc17ccf045,43.628292,-116.3555,2.0,4.0,1512.0,2017-01-19,2.0,1395.0,Meridian,160010103332,1114,0.0666102272238573
38519,f3d4f9e60a,43.628292,-116.3555,2.0,3.0,1470.0,2017-01-19,2.0,1225.0,Meridian,160010103332,1114,-0.48108592349231905
38520,9a01c54e0c,43.628292,-116.3555,3.0,4.0,2312.0,2017-01-19,2.0,1295.0,Meridian,160010103332,1114,-0.24688386752441424
38521,34de651d79,43.62452,-116.38582,2.0,3.0,1600.0,2017-01-19,1.0,1325.0,Meridian,160010103331,1114,-0.15036317924163436
38522,34de651d79,43.62452,-116.38582,2.0,3.0,1600.0,2017-01-19,1.0,1325.0,Meridian,160010103331,1114,-0.15036317924163436
38523,44d0a7c303,43.625,-116.360855,2.0,4.0,1773.0,2017-01-19,2.0,1550.0,Meridian,160010103332,1114,0.5106576535190744
38525,fdb33861c8,43.60985,-116.424126,2.0,3.0,1472.0,2017-01-19,2.0,1570.0,Meridian,160010103342,1114,0.5646911181876243
38526,3f9d3a05c2,43.621544,-116.45078999999998,2.0,4.0,2800.0,2017-01-19,1.0,1495.0,Meridian,160010103353,1114,0.3583912485317196
38527,4e4910ac4b,43.647327,-116.410515,2.0,3.0,1652.0,2017-01-19,0.0,1350.0,Meridian,160010103321,1114,-0.07158420303606547
38528,b5e4c92860,43.625698,-116.42584,2.0,3.0,1483.0,2017-01-19,1.0,1350.0,Meridian,160010103354,1114,-0.07158420303606547
38529,22b58125d3,43.58534,-116.3637,1.0,1.0,791.0,2017-01-19,2.0,1500.0,Meridian,160010103133,1114,0.372463223259148
38530,97b571c659,43.611073,-116.40571,2.0,4.0,1418.0,2017-01-19,1.0,1250.0,Meridian,160010103222,1114,-0.3959405525482877
38531,4073977d48,43.651623,-116.42982,2.0,4.0,1550.0,2017-01-19,1.0,1295.0,Meridian,160010103351,1114,-0.24688386752441424
38532,5d4236d41e,43.611282,-116.4444,2.0,4.0,2304.0,2017-01-19,1.0,1450.0,Meridian,160010103341,1114,0.2295833533666138
38533,086070ba8d,43.6259,-116.39291,1.0,1.0,743.0,2017-01-19,2.0,1295.0,Meridian,160010103331,1114,-0.24688386752441424
38537,f4640b81be,43.575115,-116.39111,2.0,3.0,1310.0,2017-01-19,2.0,1225.0,Meridian,160010103132,1114,-0.48108592349231905
38538,f4640b81be,43.575115,-116.39111,2.0,3.0,1310.0,2017-01-19,2.0,1200.0,Meridian,160010103132,1114,-0.567986992239478
38539,8d3183cf28,43.575115,-116.39111,2.0,2.0,1120.0,2017-01-19,2.0,1000.0,Meridian,160010103132,1114,-1.3363907680469174
38540,8d3183cf28,43.575115,-116.39111,2.0,2.0,1120.0,2017-01-19,2.0,1010.0,Meridian,160010103132,1114,-1.294454576120096
38541,9419a6a168,43.585617,-116.36102,1.0,2.0,931.0,2017-01-19,2.0,1085.0,Meridian,160010103133,1114,-0.9925676286573003
38542,9f15583706,43.585617,-116.36102,2.0,2.0,1031.0,2017-01-19,2.0,1175.0,Meridian,160010103133,1114,-0.656717690933083
38543,68b45594bb,43.650135,-116.38498,2.0,3.0,2128.0,2017-01-19,1.0,1650.0,Meridian,160010103311,1114,0.7741529813018352
38544,fcd16cba20,43.586113,-116.4174,2.0,3.0,1554.0,2017-01-19,1.0,1350.0,Meridian,160010103131,1114,-0.07158420303606547
38545,543364c462,43.6138,-116.4438,2.0,4.0,2076.0,2017-01-19,1.0,1495.0,Meridian,160010103341,1114,0.3583912485317196
38546,9abad18d88,43.646587,-116.41226,2.0,3.0,1200.0,2017-01-19,2.0,1075.0,Meridian,160010103321,1114,-1.0315915418672117
38548,91fd755cda,43.635796,-116.4049,2.5,3.0,2092.0,2017-01-19,2.0,1295.0,Meridian,160010103321,1114,-0.24688386752441424
38549,a4c7df4d68,43.581196000000006,-116.37726,3.0,4.0,2100.0,2017-01-19,1.0,1395.0,Meridian,160010103132,1114,0.0666102272238573
38550,16d5423a52,43.637276,-116.36408,2.5,3.0,2173.0,2017-01-19,1.0,1400.0,Meridian,160010103334,1114,0.08168914318542979
38551,1aa3286fcd,43.611996000000005,-116.423546,2.0,3.0,1300.0,2017-01-19,2.0,1075.0,Meridian,160010103342,1114,-1.0315915418672117
38553,2e492ef4cc,43.56596,-116.37181,2.5,3.0,1478.0,2017-01-19,1.0,1350.0,Meridian,160010103133,1114,-0.07158420303606547
38555,1fb56ca47a,46.732490000000006,-116.98248,2.0,3.0,1265.0,2016-02-04,1.0,1250.0,Moscow,160570052004,764,-0.3959405525482877
38556,1fb56ca47a,46.732490000000006,-116.98248,2.0,3.0,1265.0,2016-02-04,1.0,1200.0,Moscow,160570052004,764,-0.567986992239478
38557,55fe6b0fae,46.73659,-117.0166,2.0,3.0,1460.0,2016-02-04,3.0,1100.0,Moscow,160570051002,764,-0.934701010004234
38558,0287d1ac36,46.73372,-116.993935,3.0,4.0,2894.0,2016-02-04,2.0,1650.0,Moscow,160570052003,764,0.7741529813018352
38559,64fbc3db41,46.7353,-117.008,3.5,5.0,2400.0,2016-02-04,1.0,1600.0,Moscow,160570051004,764,0.6444642098631749
38560,fce008d9a5,46.727047,-116.99625,1.0,4.0,1280.0,2016-04-28,2.0,1300.0,Moscow,160570053003,848,-0.23064279727023151
38561,b18ba5519f,46.73435,-116.976494,2.0,3.0,1370.0,2016-04-28,1.0,1350.0,Moscow,160570052005,848,-0.07158420303606547
38562,67ebb240b7,46.724636,-116.96969,2.0,4.0,1706.0,2016-04-28,1.0,1550.0,Moscow,160570053005,848,0.5106576535190744
38563,f5e87cbf00,46.6879,-116.9408,2.0,3.0,2625.0,2016-04-28,1.0,2000.0,Moscow,160570053006,848,1.5849144253618008
38565,7ebd577055,43.81457,-111.80613,2.5,3.0,1420.0,2017-04-20,0.0,1200.0,Rexburg,160659503022,1205,-0.567986992239478
38566,d9c8071f6e,43.81457,-111.80613,2.5,3.0,1450.0,2017-04-20,0.0,1125.0,Rexburg,160659503022,1205,-0.839987978843505
38567,d328e0e561,43.811966,-111.81754,2.0,4.0,2600.0,2017-04-20,1.0,1399.0,Rexburg,160659503022,1205,0.07867767287833899
38568,a25e69ebb9,43.816864,-111.76567,3.0,4.0,3000.0,2017-04-20,1.0,1600.0,Rexburg,160659504001,1205,0.6444642098631749
38569,8088071024,43.821224,-111.810524,1.5,3.0,1100.0,2017-04-20,0.0,1100.0,Rexburg,160659503022,1205,-0.934701010004234
38570,60b83df56a,43.627296,-116.40743,3.0,4.0,2099.0,2017-03-02,1.0,1625.0,Meridian,160010103321,1156,0.7098074182283944
38571,f52c690bd2,43.631454,-116.45598,2.0,3.0,1494.0,2017-03-02,1.0,1225.0,Meridian,160010103353,1156,-0.48108592349231905
38572,ea47ec3282,43.62576,-116.35994,2.0,4.0,1773.0,2017-03-02,2.0,1495.0,Meridian,160010103332,1156,0.3583912485317196
38573,7f66ef97bd,43.638344,-116.40498,2.0,5.0,1881.0,2017-03-02,1.0,1450.0,Meridian,160010103321,1156,0.2295833533666138
38574,5bc4d1f386,43.657475,-116.41742,3.0,4.0,2746.0,2017-03-02,1.0,1750.0,Meridian,160010103351,1156,1.022139358684052
38576,5d8a1c9ce0,43.611286,-116.38355,2.0,4.0,2188.0,2017-03-02,1.0,1695.0,Meridian,160010103211,1156,0.8875558546899563
38577,05059d9f05,43.626804,-116.4316,2.0,3.0,1515.0,2017-03-02,2.0,1095.0,Meridian,160010103354,1156,-0.9539017380453936
38578,f3d4f9e60a,43.628292,-116.3555,2.0,3.0,1470.0,2017-03-02,2.0,1225.0,Meridian,160010103332,1156,-0.48108592349231905
38579,9a01c54e0c,43.628292,-116.3555,3.0,4.0,2312.0,2017-03-02,2.0,1295.0,Meridian,160010103332,1156,-0.24688386752441424
38581,78236e7cd8,43.628292,-116.3555,2.0,4.0,1398.0,2017-03-02,2.0,1195.0,Meridian,160010103332,1156,-0.5855843143204754
38583,dc17ccf045,43.628292,-116.3555,2.0,4.0,1512.0,2017-03-02,2.0,1395.0,Meridian,160010103332,1156,0.0666102272238573
38584,d6a10c46b2,43.610332,-116.42401,2.0,3.0,1334.0,2017-03-02,1.0,1195.0,Meridian,160010103342,1156,-0.5855843143204754
38585,d6a10c46b2,43.610332,-116.42401,2.0,3.0,1334.0,2017-03-02,1.0,1150.0,Meridian,160010103342,1156,-0.7473567222449625
38586,bb6efade33,43.633034,-116.38765,2.0,3.0,1638.0,2017-03-02,0.0,1350.0,Meridian,160010103333,1156,-0.07158420303606547
38587,a950b12022,43.630707,-116.35002,3.0,3.0,1825.0,2017-03-02,2.0,1400.0,Meridian,160010103313,1156,0.08168914318542979
38588,a950b12022,43.630707,-116.35002,3.0,3.0,1825.0,2017-03-02,2.0,1400.0,Meridian,160010103313,1156,0.08168914318542979
38589,f4640b81be,43.575115,-116.39111,2.0,3.0,1310.0,2017-03-02,2.0,1225.0,Meridian,160010103132,1156,-0.48108592349231905
38590,f4640b81be,43.575115,-116.39111,2.0,3.0,1310.0,2017-03-02,2.0,1250.0,Meridian,160010103132,1156,-0.3959405525482877
38591,8d3183cf28,43.575115,-116.39111,2.0,2.0,1120.0,2017-03-02,2.0,1035.0,Meridian,160010103132,1156,-1.1914041485401796
38592,8d3183cf28,43.575115,-116.39111,2.0,2.0,1120.0,2017-03-02,2.0,1045.0,Meridian,160010103132,1156,-1.1508792928912024
38594,77162fb1bf,43.59109,-116.40665,2.0,3.0,1301.0,2017-03-02,2.0,1190.0,Meridian,160010103131,1156,-0.6032554199383022
38595,9172a48324,43.59109,-116.40665,2.0,2.0,986.0,2017-03-02,2.0,1099.0,Meridian,160010103131,1156,-0.9385341639887504
38596,f5ad695c8c,43.65022,-116.42654,2.0,3.0,1137.0,2017-03-02,2.0,1259.0,Meridian,160010103351,1156,-0.36570449409577604
38597,f5ad695c8c,43.65022,-116.42654,2.0,3.0,1137.0,2017-03-02,2.0,1349.0,Meridian,160010103351,1156,-0.07470725061539801
38598,f5ad695c8c,43.65022,-116.42654,2.0,3.0,1137.0,2017-03-02,2.0,1360.0,Meridian,160010103351,1156,-0.04048035326055343
38599,f5ad695c8c,43.65022,-116.42654,2.0,3.0,1137.0,2017-03-02,2.0,1200.0,Meridian,160010103351,1156,-0.567986992239478
38600,9419a6a168,43.585617,-116.36102,1.0,2.0,931.0,2017-03-02,2.0,1085.0,Meridian,160010103133,1156,-0.9925676286573003
38601,9f15583706,43.585617,-116.36102,2.0,2.0,1031.0,2017-03-02,2.0,1175.0,Meridian,160010103133,1156,-0.656717690933083
38602,d7a7627a14,43.57593,-116.37247,2.0,3.0,1960.0,2017-03-02,1.0,1325.0,Meridian,160010103133,1156,-0.15036317924163436
38603,3431dbdf85,43.624695,-116.44542,2.0,3.0,1377.0,2017-03-02,1.0,1125.0,Meridian,160010103353,1156,-0.839987978843505
38604,dbfe7046ab,43.652737,-116.37701,2.0,3.0,1600.0,2017-03-02,1.0,1250.0,Meridian,160010103311,1156,-0.3959405525482877
38605,42bd706f89,43.602757,-116.18918,-1.0,3.0,1250.0,2016-05-20,2.0,1275.0,Boise,160010007013,870,-0.3124813398645766
38606,42bd706f89,43.602757,-116.18918,-1.0,3.0,1250.0,2016-05-21,2.0,1275.0,Boise,160010007013,871,-0.3124813398645766
38607,42bd706f89,43.602757,-116.18918,-1.0,3.0,1250.0,2016-05-24,2.0,1275.0,Boise,160010007013,874,-0.3124813398645766
38608,42bd706f89,43.602757,-116.18918,-1.0,3.0,1250.0,2016-05-25,2.0,1275.0,Boise,160010007013,875,-0.3124813398645766
38609,d985b4c43a,43.66073,-116.36364,2.5,4.0,2780.0,2016-05-26,1.0,1750.0,Boise,160010103311,876,1.022139358684052
38611,33de929a54,43.546963,-116.28779,2.0,3.0,1215.0,2016-05-26,1.0,1200.0,Boise,160010104021,876,-0.567986992239478
38612,c3d3a16113,43.623226,-116.30498,2.0,3.0,1175.0,2016-05-26,1.0,1295.0,Boise,160010023121,876,-0.24688386752441424
38613,c3d3a16113,43.623226,-116.30498,2.0,3.0,1175.0,2016-05-26,1.0,1275.0,Boise,160010023121,876,-0.3124813398645766
38615,e54e814622,43.596565000000005,-116.18819,2.5,2.0,1423.0,2016-05-26,0.0,1600.0,Boise,160010008041,876,0.6444642098631749
38616,4028d4497a,43.676,-116.2775,2.0,2.0,1087.0,2016-05-26,2.0,1055.0,Boise,160010003041,876,-1.1107403941110545
38617,4028d4497a,43.676,-116.2775,2.0,2.0,1087.0,2016-05-26,2.0,1015.0,Boise,160010003041,876,-1.273641928809761
38618,4537e438c3,43.676,-116.2775,2.0,3.0,1187.0,2016-05-26,2.0,1225.0,Boise,160010003041,876,-0.48108592349231905
38619,4537e438c3,43.676,-116.2775,2.0,3.0,1187.0,2016-05-26,2.0,1200.0,Boise,160010003041,876,-0.567986992239478
38621,56f42505d7,43.55071,-116.3387,3.0,4.0,2492.0,2016-05-26,1.0,1650.0,Boise,160010103133,876,0.7741529813018352
38624,7b205f4ff9,43.62574,-116.2096,2.0,2.0,1650.0,2016-05-26,2.0,1100.0,Boise,160010001001,876,-0.934701010004234
